SEND_SQL,SEND_DATABASE,RECEIVE_DATABASE,DEST,TRANS_STATUS,SEND_DATE_UTC,SEND_DATE_LOC,SEND_UTC_OFFSET,SEND_DATA_ROW,SEND_RECORD,SEND_VOLUME,SIZE_IN_MB,SEND_IDRS_NODE,REC_IDRS_NODE,SEND_PRODUCT,REC_PRODUCT,SEND_BU,REC_BU,SEND_COUNTRY,REC_COUNTRY,RECEIVE_DATE_UTC,RECEIVE_DATE_LOC,REC_UTC_OFFSET,BATCH_NAME,BATCH_DATE
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/13/2019 18:58,8/13/2019 18:58,+00:00,1506214,1506237,999290794,953,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/13/2019 19:03,8/13/2019 19:03,+00:00,ITSCPIX2,8/13/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/14/2019 18:59,8/14/2019 18:59,+00:00,1562810,1562833,999612638,953.3,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/14/2019 19:03,8/14/2019 19:03,+00:00,ITSCPIX2,8/14/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/15/2019 18:56,8/15/2019 18:56,+00:00,1118117,1118140,999479508,953.18,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/15/2019 18:58,8/15/2019 18:58,+00:00,ITSCPIX2,8/15/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/16/2019 18:58,8/16/2019 18:58,+00:00,1379104,1379127,999371390,953.07,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/16/2019 19:04,8/16/2019 19:04,+00:00,ITSCPIX2,8/16/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/17/2019 18:57,8/17/2019 18:57,+00:00,749586,749609,918697747,876.14,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/17/2019 18:59,8/17/2019 18:59,+00:00,ITSCPIX2,8/17/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/18/2019 18:53,8/18/2019 18:53,+00:00,443328,443351,543465378,518.29,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/18/2019 18:55,8/18/2019 18:55,+00:00,ITSCPIX2,8/18/2019 18:53
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/19/2019 19:00,8/19/2019 19:00,+00:00,1649810,1649833,999237582,952.95,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/19/2019 19:05,8/19/2019 19:05,+00:00,ITSCPIX2,8/19/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/20/2019 19:04,8/20/2019 19:04,+00:00,1638109,1638132,999869528,953.55,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/20/2019 19:06,8/20/2019 19:06,+00:00,ITSCPIX2,8/20/2019 19:04
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/21/2019 19:04,8/21/2019 19:04,+00:00,1623304,1623327,999748902,953.43,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/21/2019 19:06,8/21/2019 19:06,+00:00,ITSCPIX2,8/21/2019 19:04
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/22/2019 19:04,8/22/2019 19:04,+00:00,1570134,1570157,999524830,953.22,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/22/2019 19:07,8/22/2019 19:07,+00:00,ITSCPIX2,8/22/2019 19:04
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/23/2019 19:06,8/23/2019 19:06,+00:00,1523580,1523603,999434209,953.13,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/23/2019 19:07,8/23/2019 19:07,+00:00,ITSCPIX2,8/23/2019 19:06
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/24/2019 19:00,8/24/2019 19:00,+00:00,724743,724766,888303576,847.15,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/24/2019 19:02,8/24/2019 19:02,+00:00,ITSCPIX2,8/24/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/25/2019 18:57,8/25/2019 18:57,+00:00,496233,496256,608312811,580.13,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/25/2019 18:58,8/25/2019 18:58,+00:00,ITSCPIX2,8/25/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/26/2019 19:00,8/26/2019 19:00,+00:00,1630998,1631021,999123835,952.84,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/26/2019 19:04,8/26/2019 19:04,+00:00,ITSCPIX2,8/26/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/27/2019 19:05,8/27/2019 19:05,+00:00,1556693,1556716,999099750,952.82,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/27/2019 19:09,8/27/2019 19:09,+00:00,ITSCPIX2,8/27/2019 19:05
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/28/2019 19:04,8/28/2019 19:04,+00:00,1590252,1590275,999255755,952.96,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/28/2019 19:10,8/28/2019 19:10,+00:00,ITSCPIX2,8/28/2019 19:04
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/29/2019 19:04,8/29/2019 19:04,+00:00,1483051,1483074,999777399,953.46,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/29/2019 19:05,8/29/2019 19:05,+00:00,ITSCPIX2,8/29/2019 19:04
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/30/2019 19:03,8/30/2019 19:03,+00:00,1360659,1360682,999711275,953.4,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/30/2019 19:05,8/30/2019 19:05,+00:00,ITSCPIX2,8/30/2019 19:03
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/31/2019 19:02,8/31/2019 19:02,+00:00,848628,848651,999149186,952.86,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/31/2019 19:06,8/31/2019 19:06,+00:00,ITSCPIX2,8/31/2019 19:02
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/1/2019 18:56,9/1/2019 18:56,+00:00,435642,435665,534052721,509.31,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/1/2019 19:01,9/1/2019 19:01,+00:00,ITSCPIX2,9/1/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/2/2019 19:04,9/2/2019 19:04,+00:00,1554748,1554771,999630037,953.32,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/2/2019 19:07,9/2/2019 19:07,+00:00,ITSCPIX2,9/2/2019 19:04
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/3/2019 19:06,9/3/2019 19:06,+00:00,1559447,1559470,999442180,953.14,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/3/2019 19:08,9/3/2019 19:08,+00:00,ITSCPIX2,9/3/2019 19:06
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/4/2019 19:05,9/4/2019 19:05,+00:00,1497034,1497057,999903458,953.58,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/4/2019 19:08,9/4/2019 19:08,+00:00,ITSCPIX2,9/4/2019 19:05
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/5/2019 19:03,9/5/2019 19:03,+00:00,1467115,1467138,999234184,952.94,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/5/2019 19:09,9/5/2019 19:09,+00:00,ITSCPIX2,9/5/2019 19:03
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/6/2019 19:05,9/6/2019 19:05,+00:00,1445544,1445567,999735509,953.42,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/6/2019 19:09,9/6/2019 19:09,+00:00,ITSCPIX2,9/6/2019 19:05
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/7/2019 18:59,9/7/2019 18:59,+00:00,767055,767078,940166099,896.61,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/7/2019 19:04,9/7/2019 19:04,+00:00,ITSCPIX2,9/7/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/8/2019 18:56,9/8/2019 18:56,+00:00,445130,445153,545680011,520.4,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/8/2019 19:00,9/8/2019 19:00,+00:00,ITSCPIX2,9/8/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/9/2019 19:01,9/9/2019 19:01,+00:00,1626658,1626681,999846881,953.53,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/9/2019 19:06,9/9/2019 19:06,+00:00,ITSCPIX2,9/9/2019 19:01
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/10/2019 19:04,9/10/2019 19:04,+00:00,1486277,1486300,999758993,953.44,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/10/2019 19:06,9/10/2019 19:06,+00:00,ITSCPIX2,9/10/2019 19:04
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/11/2019 19:04,9/11/2019 19:04,+00:00,1498813,1498836,999132992,952.85,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/11/2019 19:07,9/11/2019 19:07,+00:00,ITSCPIX2,9/11/2019 19:04
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/12/2019 19:05,9/12/2019 19:05,+00:00,1465555,1465578,999290846,953,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/12/2019 19:07,9/12/2019 19:07,+00:00,ITSCPIX2,9/12/2019 19:05
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/13/2019 19:03,9/13/2019 19:03,+00:00,1346618,1346641,999467248,953.17,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/13/2019 19:08,9/13/2019 19:08,+00:00,ITSCPIX2,9/13/2019 19:03
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/14/2019 19:00,9/14/2019 19:00,+00:00,720278,720301,882808473,841.91,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/14/2019 19:03,9/14/2019 19:03,+00:00,ITSCPIX2,9/14/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/15/2019 18:58,9/15/2019 18:58,+00:00,418114,418137,512563115,488.82,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/15/2019 18:59,9/15/2019 18:59,+00:00,ITSCPIX2,9/15/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/16/2019 19:01,9/16/2019 19:01,+00:00,1624765,1624788,999510690,953.21,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/16/2019 19:04,9/16/2019 19:04,+00:00,ITSCPIX2,9/16/2019 19:01
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/17/2019 19:03,9/17/2019 19:03,+00:00,1474304,1474327,999105991,952.82,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/17/2019 19:05,9/17/2019 19:05,+00:00,ITSCPIX2,9/17/2019 19:03
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/18/2019 19:04,9/18/2019 19:04,+00:00,1479771,1479794,999804641,953.49,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/18/2019 19:06,9/18/2019 19:06,+00:00,ITSCPIX2,9/18/2019 19:04
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,9/19/2019 19:03,9/19/2019 19:03,+00:00,1438561,1438584,999269170,952.98,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,9/19/2019 19:06,9/19/2019 19:06,+00:00,ITSCPIX2,9/19/2019 19:03
